File generated on // Fichier créé sur, 2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm // ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant ,NAPS ID//Identifiant SNPA,City//Ville,P/T//P/T,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
CO,10102,St Johns,NL,47.56038,-52.71147,20170329,0.15,0.15,0.13,0.19,0.14,0.12,0.13,0.14,0.17,0.15,0.17,0.15,0.18,0.24,0.17,0.2,0.25,0.14,0.22,0.24,0.31,0.21,0.24,0.34
CO,10102,St Johns,NL,47.56038,-52.71147,20170330,0.17,0.2,0.14,0.14,0.13,0.13,0.14,0.2,0.27,0.22,0.22,0.21,0.22,0.26,0.25,0.27,0.31,0.2,0.19,0.21,0.2,0.23,0.18,0.16
CO,10102,St Johns,NL,47.56038,-52.71147,20170331,0.17,0.19,0.15,0.14,0.13,0.12,0.13,0.16,0.15,0.16,0.14,0.17,0.16,0.17,0.18,0.22,0.18,0.16,0.17,0.17,0.29,0.2,0.19,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170401,0.16,0.16,0.16,0.22,0.17,0.13,0.13,0.13,0.14,0.14,0.15,0.17,0.16,0.18,0.16,0.17,0.19,0.13,0.19,0.17,0.22,0.28,0.22,0.2
CO,10102,St Johns,NL,47.56038,-52.71147,20170402,0.19,0.2,0.28,0.24,0.14,0.14,0.15,0.17,0.25,0.18,0.17,0.23,0.19,0.17,0.22,0.18,0.22,0.17,0.14,0.19,0.17,0.18,0.16,0.13
CO,10102,St Johns,NL,47.56038,-52.71147,20170403,0.12,0.13,0.12,0.11,0.11,0.28,0.34,0.15,0.13,0.12,0.16,0.17,0.14,0.2,0.24,0.19,0.23,0.15,0.24,0.17,0.15,0.2,0.18,0.29
CO,10102,St Johns,NL,47.56038,-52.71147,20170404,0.18,0.13,0.13,0.11,0.11,0.46,0.13,0.17,0.15,0.15,0.18,0.17,0.14,0.15,0.15,0.18,0.16,0.17,0.15,0.13,0.15,0.21,0.18,0.14
CO,10102,St Johns,NL,47.56038,-52.71147,20170405,0.14,0.14,0.14,0.11,0.11,0.11,0.12,0.14,0.17,0.21,-999,0.22,0.22,0.18,0.17,0.19,0.3,0.14,0.27,0.2,0.25,0.25,0.31,0.25
CO,10102,St Johns,NL,47.56038,-52.71147,20170406,0.2,0.16,0.14,0.13,0.13,0.13,0.16,0.19,0.18,0.18,0.16,0.19,0.28,0.24,0.2,0.2,0.25,0.19,0.18,0.16,0.22,0.23,0.23,0.18
CO,10102,St Johns,NL,47.56038,-52.71147,20170407,0.17,0.16,0.15,0.13,0.14,0.14,0.16,0.15,0.13,0.13,0.13,0.15,0.16,0.15,0.16,0.17,0.18,0.15,0.16,0.16,0.16,0.16,0.15,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170408,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.15,0.13,0.14,0.15,0.14,0.15,0.14,0.14
CO,10102,St Johns,NL,47.56038,-52.71147,20170409,0.14,0.16,0.15,0.19,0.17,0.14,0.15,0.16,0.17,0.17,0.17,0.17,0.17,0.19,0.19,0.2,0.24,0.16,0.22,0.21,0.17,0.18,0.17,0.16
CO,10102,St Johns,NL,47.56038,-52.71147,20170410,0.15,0.15,0.14,0.14,0.16,0.17,0.21,0.28,0.19,0.14,0.14,0.18,0.28,0.22,0.25,0.15,0.17,0.28,0.27,0.23,0.25,0.28,0.25,0.18
CO,10102,St Johns,NL,47.56038,-52.71147,20170411,0.18,0.18,0.17,0.17,0.17,0.17,0.19,0.16,0.14,0.14,0.14,0.15,0.16,0.18,0.17,0.19,0.2,0.16,0.2,0.21,0.2,0.2,0.22,0.2
CO,10102,St Johns,NL,47.56038,-52.71147,20170412,0.2,0.2,0.18,0.17,0.17,0.14,0.13,0.17,0.15,0.18,0.17,0.18,0.22,0.19,0.18,0.23,0.26,0.17,0.27,0.25,0.23,0.28,0.26,0.23
CO,10102,St Johns,NL,47.56038,-52.71147,20170413,0.23,0.22,0.17,0.16,0.15,0.13,0.15,0.17,0.18,0.25,0.45,0.72,0.61,0.5,0.41,0.35,0.33,0.17,0.35,0.33,0.31,0.29,0.25,0.23
CO,10102,St Johns,NL,47.56038,-52.71147,20170414,0.22,0.2,0.2,0.19,0.18,0.14,0.13,0.13,0.13,0.13,0.2,0.14,0.15,0.16,0.16,0.19,0.22,0.13,0.23,0.23,0.22,0.32,0.22,0.3
CO,10102,St Johns,NL,47.56038,-52.71147,20170415,0.25,0.22,0.26,0.18,0.16,0.15,0.15,0.16,0.17,0.17,0.19,0.17,0.21,0.2,0.23,0.21,0.24,0.16,0.21,0.23,0.21,0.41,0.3,0.22
CO,10102,St Johns,NL,47.56038,-52.71147,20170416,0.2,0.2,0.23,0.19,0.18,0.19,0.18,0.17,0.16,0.16,0.16,0.17,0.17,0.19,0.21,0.2,0.2,0.17,0.19,0.18,0.18,0.17,0.17,0.16
CO,10102,St Johns,NL,47.56038,-52.71147,20170417,0.16,0.15,0.15,0.15,0.15,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.17,0.17,0.18,0.21,0.35,0.14,0.29,0.24,0.23,0.24,0.22,0.24
CO,10102,St Johns,NL,47.56038,-52.71147,20170418,0.19,0.17,0.17,0.16,0.16,0.17,0.21,0.25,0.25,0.23,0.22,0.22,0.24,0.2,0.2,0.26,0.21,0.25,0.22,0.21,0.21,0.22,0.22,0.23
CO,10102,St Johns,NL,47.56038,-52.71147,20170419,0.17,0.21,0.17,0.16,0.15,0.16,0.21,0.29,0.24,0.21,0.19,0.2,0.21,0.2,0.2,0.24,0.3,0.29,0.28,0.24,0.23,0.25,0.25,0.26
CO,10102,St Johns,NL,47.56038,-52.71147,20170420,0.19,0.21,0.17,0.17,0.16,0.18,0.22,0.24,0.23,0.22,0.23,0.22,0.22,0.23,0.21,0.23,0.25,0.24,0.24,0.23,0.29,0.23,0.21,0.21
CO,10102,St Johns,NL,47.56038,-52.71147,20170421,0.23,0.2,0.19,0.18,0.18,0.16,0.18,0.22,0.21,0.2,0.18,0.22,0.21,0.21,0.21,0.25,0.23,0.22,0.26,0.25,0.32,0.26,0.29,0.24
CO,10102,St Johns,NL,47.56038,-52.71147,20170422,0.28,0.22,0.24,0.23,0.19,0.18,0.17,0.18,0.17,0.19,0.18,0.19,0.18,0.21,0.19,0.2,0.2,0.18,0.2,0.2,0.23,0.2,0.21,0.21
CO,10102,St Johns,NL,47.56038,-52.71147,20170423,0.26,0.21,0.2,0.18,0.17,0.2,0.17,0.17,0.17,0.2,0.18,0.21,0.2,0.24,0.18,0.3,0.26,0.17,0.25,0.3,0.23,0.24,0.19,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170424,0.21,0.15,0.14,0.13,0.13,0.13,0.16,0.2,0.23,0.23,0.21,0.19,0.21,0.18,0.17,0.16,0.15,0.2,0.17,0.17,0.16,0.16,0.15,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170425,0.14,0.14,0.14,0.13,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.16,0.17,0.17,0.17,0.16,0.17
CO,10102,St Johns,NL,47.56038,-52.71147,20170426,0.15,0.15,0.15,0.14,0.15,0.14,0.19,0.21,0.18,0.17,0.18,0.15,0.17,0.16,0.15,0.15,0.17,0.21,0.18,0.17,0.17,0.16,0.16,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170427,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.13,0.12,0.13,0.13,0.15,0.19,0.18,0.19,0.13,0.23,0.19,0.18,0.24,0.28,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170428,0.18,0.16,0.18,0.16,0.14,0.14,0.18,0.26,0.22,0.24,0.28,0.26,0.26,0.27,0.3,0.34,0.33,0.26,0.46,0.45,0.3,0.27,0.24,0.23
CO,10102,St Johns,NL,47.56038,-52.71147,20170429,0.21,0.18,0.18,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.16,0.15,0.17,0.15,0.14,0.18,0.17,0.18,0.19,0.19,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170430,0.2,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.24,0.15,0.2,0.16,0.15,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170501,0.15,0.14,0.14,0.13,0.17,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.17,0.17,0.17,0.2,0.13,0.24,0.22,0.19,0.24,0.17,0.17
CO,10102,St Johns,NL,47.56038,-52.71147,20170502,0.17,0.16,0.14,0.14,0.14,0.12,0.14,0.17,0.16,0.17,0.16,0.17,0.19,0.21,0.21,0.21,0.25,0.17,0.2,0.2,0.19,0.22,0.17,0.16
CO,10102,St Johns,NL,47.56038,-52.71147,20170503,0.16,0.16,0.15,0.15,0.15,0.13,0.14,0.16,0.17,0.16,0.19,0.16,0.2,0.23,0.22,0.17,0.16,0.16,0.19,0.17,0.2,0.18,0.18,0.17
CO,10102,St Johns,NL,47.56038,-52.71147,20170504,0.16,0.16,0.15,0.15,0.15,0.12,0.13,0.14,0.16,0.16,0.15,0.17,0.17,0.15,0.15,0.16,0.16,0.14,0.23,0.29,0.31,0.24,0.22,0.2
CO,10102,St Johns,NL,47.56038,-52.71147,20170505,0.18,0.17,0.16,0.16,0.14,0.13,0.15,0.15,0.14,0.14,0.14,0.14,0.16,0.16,0.17,0.2,0.22,0.15,0.26,0.23,0.28,0.3,0.26,0.25
CO,10102,St Johns,NL,47.56038,-52.71147,20170506,0.26,0.25,0.26,0.31,0.25,0.22,0.2,0.22,0.2,0.18,0.18,0.17,0.18,0.22,0.26,0.27,0.24,0.22,0.25,0.29,0.24,0.23,0.23,0.26
CO,10102,St Johns,NL,47.56038,-52.71147,20170507,0.24,0.23,0.22,0.19,0.17,0.16,0.15,0.2,0.16,0.16,0.2,0.17,0.21,0.19,0.22,0.23,0.25,0.2,0.24,0.22,0.25,0.21,0.18,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170508,0.18,0.16,0.17,0.17,0.15,0.15,0.26,0.3,0.27,0.22,0.19,0.21,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.29,0.28,0.25,0.23,0.2
CO,10102,St Johns,NL,47.56038,-52.71147,20170509,-999,-999,0.12,0.12,0.1,0.12,0.2,0.26,0.22,0.21,0.19,0.23,0.18,0.17,0.23,0.23,0.28,0.26,0.31,0.3,0.29,0.28,0.22,0.22
CO,10102,St Johns,NL,47.56038,-52.71147,20170510,0.2,0.2,0.14,0.13,0.12,0.13,0.24,0.24,0.21,0.23,0.19,0.16,0.19,0.16,0.18,0.18,0.19,0.24,0.2,0.18,0.2,0.2,-999,-999
CO,10102,St Johns,NL,47.56038,-52.71147,20170511,0.14,0.17,0.12,0.11,0.1,0.13,0.2,0.22,0.2,0.21,0.14,0.19,0.2,0.2,0.2,0.27,0.3,0.22,0.45,0.42,0.35,0.3,0.28,0.24
CO,10102,St Johns,NL,47.56038,-52.71147,20170512,0.21,0.23,0.22,0.17,0.17,0.16,0.17,0.2,0.21,0.23,0.22,0.2,0.21,0.2,0.22,0.2,0.22,0.2,0.22,0.27,0.28,0.27,0.24,0.28
CO,10102,St Johns,NL,47.56038,-52.71147,20170513,0.24,0.23,0.26,0.18,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0.22,0.24,0.19,0.21,-999,-999
CO,10102,St Johns,NL,47.56038,-52.71147,20170514,0.22,0.22,0.25,0.18,0.16,0.16,0.16,0.16,0.21,0.18,0.16,0.11,0.14,0.18,0.19,0.2,0.21,0.16,0.23,0.28,0.32,0.24,0.18,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170515,0.16,0.14,0.13,0.12,0.11,0.1,0.12,0.17,0.13,0.15,0.11,0.15,0.13,0.11,0.1,0.13,0.13,0.17,0.15,0.14,0.16,0.16,0.15,0.18
CO,10102,St Johns,NL,47.56038,-52.71147,20170516,0.12,0.12,0.11,0.1,0.09,0.09,0.16,0.2,0.18,0.17,0.13,0.12,0.14,0.13,0.12,0.14,0.14,0.2,0.14,0.16,0.21,0.24,0.15,0.13
CO,10102,St Johns,NL,47.56038,-52.71147,20170517,0.12,0.12,0.11,0.1,0.09,0.08,0.09,0.1,0.1,0.09,0.09,0.12,0.12,0.12,0.13,0.13,0.14,0.1,0.15,0.15,0.16,0.16,0.15,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170518,0.16,0.15,0.15,0.14,0.13,0.11,0.14,0.15,0.14,0.13,0.12,0.12,0.13,0.19,0.2,0.2,0.21,0.15,0.23,0.23,0.24,0.2,0.21,0.24
CO,10102,St Johns,NL,47.56038,-52.71147,20170519,0.21,0.19,0.16,0.16,0.15,0.14,0.19,0.2,0.24,0.32,0.26,0.27,0.22,0.17,0.16,0.18,0.18,0.2,0.18,0.19,0.2,0.21,0.25,0.27
CO,10102,St Johns,NL,47.56038,-52.71147,20170520,0.36,0.28,0.25,0.24,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.16,0.16,0.16,0.16,0.16,0.16,0.21,0.15,0.15,0.16,0.16,0.17,0.17
CO,10102,St Johns,NL,47.56038,-52.71147,20170521,0.16,0.21,0.22,0.16,0.15,0.13,0.13,0.13,0.15,0.14,0.17,0.16,0.19,0.21,0.16,0.16,0.21,0.13,0.16,0.19,0.17,0.17,0.17,0.14
CO,10102,St Johns,NL,47.56038,-52.71147,20170522,0.15,0.14,0.12,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.11,0.1,0.12,0.12,0.16,0.09,0.13,0.12,0.13,0.12,0.16,0.12
CO,10102,St Johns,NL,47.56038,-52.71147,20170523,0.13,0.13,0.11,0.1,0.1,0.1,0.13,0.16,0.14,0.14,0.14,0.13,0.15,0.21,0.21,0.23,0.21,0.16,0.33,0.33,0.21,0.21,0.19,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170524,0.16,0.15,0.15,0.14,0.13,0.13,0.17,0.16,0.13,0.12,0.12,0.12,0.13,0.13,0.14,0.14,0.16,0.16,0.15,0.24,0.23,0.23,0.23,0.23
CO,10102,St Johns,NL,47.56038,-52.71147,20170525,0.2,0.16,0.14,0.13,0.12,0.11,0.15,0.16,0.17,0.16,0.13,0.13,0.15,0.16,0.16,0.17,0.17,0.16,0.26,0.17,0.26,0.32,0.34,0.23
CO,10102,St Johns,NL,47.56038,-52.71147,20170526,0.24,0.23,0.19,0.17,0.15,0.15,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.15,0.15,0.16,0.19,0.19,0.21,0.19,0.19,0.25,0.25,0.3
CO,10102,St Johns,NL,47.56038,-52.71147,20170527,0.25,0.41,0.37,0.23,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.17,0.17,0.18,0.16,0.19,0.14,0.18,0.23,0.23,0.23,0.27,0.32
CO,10102,St Johns,NL,47.56038,-52.71147,20170528,0.28,0.39,0.31,0.18,0.15,0.14,0.14,0.14,0.21,0.14,0.14,0.14,0.18,0.17,0.18,0.36,0.19,0.14,0.24,0.24,0.22,0.17,0.18,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170529,0.17,0.17,0.14,0.13,0.12,0.1,0.13,0.19,0.17,0.19,0.2,0.16,0.17,0.18,0.17,0.19,0.18,0.19,0.17,0.19,0.21,0.2,0.23,0.17
CO,10102,St Johns,NL,47.56038,-52.71147,20170530,0.16,0.15,0.15,0.15,0.14,0.14,0.18,0.16,0.15,0.14,0.17,0.17,0.2,0.22,0.19,0.26,0.26,0.16,0.37,0.21,0.24,0.26,0.19,0.17
CO,10102,St Johns,NL,47.56038,-52.71147,20170531,0.16,0.15,0.14,0.13,0.12,0.12,0.14,0.16,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.16,0.17,0.17,0.15,0.14,0.13,0.14
CO,10102,St Johns,NL,47.56038,-52.71147,20170601,0.13,0.13,0.12,0.12,0.1,0.11,0.16,0.18,0.14,0.13,0.12,0.13,0.15,0.16,0.15,0.16,0.16,0.18,0.15,0.21,0.25,0.29,0.25,0.18
CO,10102,St Johns,NL,47.56038,-52.71147,20170602,0.16,0.16,0.15,0.13,0.11,0.11,0.13,0.17,0.13,0.21,0.14,0.12,0.12,0.15,0.13,0.14,0.12,0.17,0.19,0.23,0.22,0.23,0.22,0.21
CO,10102,St Johns,NL,47.56038,-52.71147,20170603,0.2,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.17,0.19,0.19,0.22,0.21,0.24,0.24,0.22,0.15,0.2,0.26,0.2,0.22,0.3,0.22
CO,10102,St Johns,NL,47.56038,-52.71147,20170604,0.22,0.31,0.3,0.2,0.18,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.2,0.18,0.18,0.21,0.22,0.16,0.22,0.17,0.26,0.2,0.16,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170605,0.17,0.13,0.17,0.11,0.09,0.07,0.08,0.1,0.09,0.1,0.09,0.1,0.14,0.13,0.16,0.17,0.15,0.1,0.16,0.15,0.17,0.14,0.14,0.13
CO,10102,St Johns,NL,47.56038,-52.71147,20170606,0.12,0.1,0.09,0.09,0.08,0.09,0.09,0.11,0.11,0.11,0.1,0.25,0.39,0.12,0.11,0.12,0.11,0.11,0.16,0.15,0.14,0.16,0.14,0.12
CO,10102,St Johns,NL,47.56038,-52.71147,20170607,0.12,0.12,0.11,0.1,0.1,0.1,0.13,0.23,0.15,0.14,0.18,0.16,0.17,0.17,0.2,0.2,0.2,0.23,0.35,0.38,0.25,0.27,0.24,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170608,0.16,0.15,0.13,0.12,0.11,0.1,0.15,0.15,0.13,0.17,0.15,0.15,0.16,0.18,0.18,0.23,0.22,0.15,0.26,0.33,0.49,0.34,0.21,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170609,0.17,0.16,0.16,0.14,0.12,0.12,0.16,0.16,0.14,0.14,0.13,0.14,0.15,0.15,0.14,0.13,0.13,0.16,0.15,0.15,0.15,0.15,0.14,0.14
CO,10102,St Johns,NL,47.56038,-52.71147,20170610,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.12,0.09,0.1,0.11,0.12,0.13,0.13,0.1,0.12,0.13,0.14,0.16,0.14,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170611,0.14,0.13,0.12,0.11,0.1,0.1,0.11,0.1,0.1,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.1,0.13,0.13,0.13,0.14,0.14,0.14
CO,10102,St Johns,NL,47.56038,-52.71147,20170612,0.15,0.15,0.15,0.15,0.12,0.11,0.12,0.14,0.1,0.09,0.07,0.08,0.08,0.09,0.09,0.1,0.09,0.14,0.25,0.3,0.22,0.25,0.2,0.16
CO,10102,St Johns,NL,47.56038,-52.71147,20170613,0.15,0.13,0.12,0.11,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.18,0.16,0.16,0.14,0.16,0.16,0.08,0.17,0.17,0.2,0.17,0.16,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170614,0.14,0.14,0.14,0.14,0.13,0.11,0.13,0.13,0.11,0.11,0.11,0.13,0.13,0.14,0.14,0.14,0.13,0.13,0.16,0.14,0.16,0.15,0.15,0.14
CO,10102,St Johns,NL,47.56038,-52.71147,20170615,0.13,0.14,0.12,0.12,0.11,0.09,0.12,0.13,0.18,0.19,0.2,0.17,0.16,0.16,0.16,0.17,0.19,0.13,0.28,0.3,0.26,0.26,0.21,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170616,0.18,0.17,0.16,0.16,0.14,0.12,0.16,0.16,0.14,0.14,0.13,0.15,0.16,0.16,0.16,0.22,0.18,0.16,0.23,0.27,0.23,0.31,0.22,0.17
CO,10102,St Johns,NL,47.56038,-52.71147,20170617,0.17,0.16,0.16,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.14,0.13,0.14,0.16,0.16,0.12,0.16,0.16,0.16,0.16,0.16,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170618,0.15,0.15,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12
CO,10102,St Johns,NL,47.56038,-52.71147,20170619,0.11,0.11,0.11,0.11,0.09,0.08,0.11,0.11,0.1,0.12,0.11,0.11,0.13,0.13,0.14,0.13,0.09,0.11,0.14,0.15,0.14,0.14,0.13,0.12
CO,10102,St Johns,NL,47.56038,-52.71147,20170620,0.12,0.12,0.11,0.11,0.06,0.04,0.05,0.06,0.05,0.04,0.04,0.04,0.05,0.06,0.07,0.07,0.06,0.06,0.09,0.11,0.11,0.1,0.1,0.09
CO,10102,St Johns,NL,47.56038,-52.71147,20170621,0.1,0.1,0.09,0.09,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.07,0.08,0.09,0.1,0.1,0.12,0.05,0.15,0.16,0.15,0.14,0.13,0.13
CO,10102,St Johns,NL,47.56038,-52.71147,20170622,0.13,0.13,0.13,0.12,0.11,0.09,0.12,0.13,0.11,0.11,0.11,0.13,0.15,0.15,0.14,0.15,0.16,0.13,0.18,0.21,0.25,0.2,0.19,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170623,0.18,0.17,0.17,0.17,0.14,0.12,0.16,0.15,0.14,0.13,0.17,0.27,0.16,0.18,0.31,0.19,0.14,0.15,0.17,0.27,0.31,0.25,0.27,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170624,0.17,0.17,0.16,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.16,0.1,0.11,0.12,0.11,0.12,0.1,0.15,0.09,0.09,0.09,0.1,0.08,0.08
CO,10102,St Johns,NL,47.56038,-52.71147,20170625,0.08,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.09,0.12,0.1,0.11,0.12,0.15,0.14,0.15,0.15,0.1,0.16,0.17,0.17,0.14,0.12,0.1
CO,10102,St Johns,NL,47.56038,-52.71147,20170626,0.09,0.08,0.08,0.08,0.06,0.05,0.07,0.09,0.05,0.03,0.05,0.12,0.15,0.13,0.13,0.13,0.12,0.09,0.3,0.4,0.35,0.26,0.19,0.18
CO,10102,St Johns,NL,47.56038,-52.71147,20170627,0.16,0.16,0.15,0.15,0.13,0.11,0.13,0.12,0.11,0.1,0.11,0.14,0.23,0.21,0.16,0.16,0.16,0.12,0.22,0.29,0.28,0.24,0.2,0.19
CO,10102,St Johns,NL,47.56038,-52.71147,20170628,0.17,0.18,0.15,0.13,0.12,0.09,0.15,0.21,0.29,0.28,0.14,0.16,0.23,0.22,0.2,0.2,0.19,0.21,0.15,0.11,0.11,0.11,0.11,0.13
CO,10102,St Johns,NL,47.56038,-52.71147,20170629,0.14,0.14,0.13,0.13,0.12,0.1,0.11,0.15,0.2,0.21,0.18,0.12,0.11,0.15,0.19,0.13,0.14,0.15,0.18,0.2,0.26,0.18,0.15,0.14
CO,10102,St Johns,NL,47.56038,-52.71147,20170630,0.12,0.13,0.13,0.13,0.13,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.16,0.2,0.19,0.29,0.27,0.11,0.17,0.19,0.2,0.19,0.18,0.16
CO,10102,St Johns,NL,47.56038,-52.71147,20170701,0.16,0.17,0.18,0.15,0.14,0.13,0.13,0.15,0.15,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.19,0.15,0.16,0.17,0.17,0.19,0.2,0.21
CO,10102,St Johns,NL,47.56038,-52.71147,20170702,0.17,0.36,0.34,0.16,0.13,0.13,0.14,0.43,0.16,0.17,0.15,0.1,0.11,0.1,0.11,0.1,0.08,0.43,0.08,0.09,0.1,0.19,0.08,0.17
CO,10102,St Johns,NL,47.56038,-52.71147,20170703,0.08,0.08,0.08,0.08,0.04,0,0.01,0.01,0.01,0.02,0.03,0.1,0.11,0.12,0.13,0.13,0.13,0.01,0.21,0.34,0.22,0.21,0.19,0.18
CO,10102,St Johns,NL,47.56038,-52.71147,20170704,0.16,0.16,0.16,0.17,0.14,0.12,0.13,0.14,0.13,0.12,0.11,0.14,0.14,0.17,0.16,0.16,0.16,0.14,0.19,0.32,0.31,0.24,0.24,0.16
CO,10102,St Johns,NL,47.56038,-52.71147,20170705,0.15,0.18,0.15,0.14,0.11,0.08,0.1,0.13,0.14,0.17,0.15,0.19,0.13,0.11,0.19,0.16,0.18,0.13,0.19,0.22,0.21,0.19,0.23,0.23
CO,10102,St Johns,NL,47.56038,-52.71147,20170706,0.17,0.16,0.16,0.17,0.15,0.11,0.11,0.13,0.1,0.09,0.09,0.1,0.09,0.08,0.09,0.1,0.1,0.13,0.16,0.17,0.19,0.15,0.14,0.11
CO,10102,St Johns,NL,47.56038,-52.71147,20170707,0.11,0.11,0.11,0.1,0.08,0.05,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.1,0.1,0.1,0.08,0.14,0.16,0.15,0.16,0.14,0.13
CO,10102,St Johns,NL,47.56038,-52.71147,20170708,0.13,0.36,0.21,0.12,0.14,0.12,0.12,0.17,0.14,0.14,0.14,0.1,0.09,0.09,0.09,0.09,0.1,0.17,0.1,0.09,0.09,0.1,0.1,0.1
CO,10102,St Johns,NL,47.56038,-52.71147,20170709,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.1,0.11,0.12,0.14,0.17,0.15,0.12,0.15,0.15,0.12,0.1,0.09,0.1
CO,10102,St Johns,NL,47.56038,-52.71147,20170710,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.11,0.13,0.14,0.14,0.16,0.17,0.18,0.12,0.19,0.2,0.18,0.16,0.15,0.13
CO,10102,St Johns,NL,47.56038,-52.71147,20170711,0.12,0.12,0.11,0.11,0.11,0.11,0.14,0.14,0.08,0.08,0.14,0.15,0.18,0.13,0.12,0.11,0.11,0.14,0.17,0.19,0.18,0.16,0.15,0.16
CO,10102,St Johns,NL,47.56038,-52.71147,20170712,0.16,0.16,0.19,0.14,0.11,0.09,0.11,0.11,0.12,0.1,0.11,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.17,0.18,0.19,0.18,0.16,0.15
CO,10102,St Johns,NL,47.56038,-52.71147,20170713,0.13,0.13,0.13,0.12,0.09,0.08,0.09,0.11,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.1,0.09,0.11,0.15,0.22,0.27,0.21,0.17,0.13
